"","unique_id","title","authors","pub_year","journal","study_site","moisture_type_DELETE?","moisture_type_consistent","moisture_units","moisture_open","moisture_forest","measurement_depth_DELETE?","Depth_lowerRange","Depth_upperRange","Average_Depth","Depth_Units","mat_deg_c","map_mm","Lat_degrees","Lat_Minutes","Lat_Seconds","Direction...22","Lat_Coordinates","Long_degrees","Long_Minutes","Long_Seconds","Direction...27","Long_Coordinates","Date","Year","Month","Day","Season","Timing_notes","Soil _type","Soil_texture","soil_clay_%","soil_sand_%","soil_silt_%","Soil notes","forest_type","forest_type_standardized","forest_dbh","forest_dbh_units","forest_basal_area","forest_basal_area_units","canopy_height","canopy_height_units","canopy_cover","canopy_cover_units","canopy_estimate_method","LAI","LAI_units","stem_density","stem_density_units","stand_density","stand_density_units","canopy_gap","canopy_gap_units","forest_structure_notes","open_type","datapoint.num","rr"
"11",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.1662,6.537434,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,3,10,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",11,-0.841524533846857
"12",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.91785,7.557008,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,3,17,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",12,-0.744965776385706
"13",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.7681,8.548976,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,3,24,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",13,-0.673666762167039
"14",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",17.60987,9.548002,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,3,31,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",14,-0.612127622367131
"15",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",17.57543,10.14661,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,4,7,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",15,-0.54936224441638
"16",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",17.27178,10.53234,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,4,14,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",16,-0.494623432072563
"17",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",17.02662,10.93609,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,4,21,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",17,-0.442709672605868
"18",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.76146,11.34242,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,5,28,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",18,-0.390532524019422
"19",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.51628,11.75631,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,5,5,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",19,-0.339956443415145
"20",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.22757,12.17112,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,5,12,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",20,-0.287645715235347
"21",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.06188,12.45342,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,5,19,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",21,-0.254453478705588
"22",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.98177,12.74422,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,5,26,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",22,-0.226370862174147
"23",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.85619,13.03803,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,6,2,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",23,-0.195689488895343
"24",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.75348,13.32176,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,6,9,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",24,-0.167662504730518
"25",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.64691,13.53276,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,6,16,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",25,-0.1451600408919
"26",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",15.97809,12.3774,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,6,23,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",26,-0.25534617974413
"27",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.33089,11.23717,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,6,30,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",27,-0.373831373011437
"28",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",16.67643,10.07402,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,7,7,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",28,-0.504036512615991
"29",4,"Intra-annual variability and environmental controls over transpiration in a 58-year-old even-aged stand of invasive woody Juniperus virginiana L. in the Nebraska Sandhills, USA","Awada, T.; El-Hage, R.; Geha, M.; Wedin, D.A.; Huddle, J.A.; Zhou, X.; Msanne, J.; Sudmeyer, R.A.; Martin, D.L.; Brandle, J.R.",2013,"Ecohydrology","Nebraska NAtional Forest","Volumetric soil water content","VSWC","%",17.02331,8.915209,"0-2 m","0",2,1,"m",8.4,570,41,51,45,"N",41.8625,100,22,6,"W",-100.368,"2008",2008,7,14,NA,NA,"Valentine","sand",NA,NA,NA,"Valentine fine sand with deep loose sandy well-drainedsoils.","Conifereous (eastern red cedar)","Coniferous",NA,NA,8,"m2/ha",NA,NA,NA,NA,NA,1.63,NA,NA,NA,537,"trees/ha",NA,NA,"LAI ranged between 1.43 to 1.83 and was averaged for this dataset. Stand Density, LAI, and Basal area taken from text instead of table I","grassland",29,-0.646824886648162
